CustomerID,InvoiceNo,InvoiceDate,Country,PreviousMonetaryValue,PreviousAverageOrderValue,PreviousOrderCount,PreviousOrderValue,DaysSincePreviousOrder,OrderValue
12415,553546,2011-05-17 15:42:00,0,38192.74,7638.55,5.0,350.0,46.0,11924.8
12415,554037,2011-05-20 14:13:00,0,50117.54,8352.92,6.0,11924.8,2.0,766.36
12415,556917,2011-06-15 13:37:00,0,50883.9,7269.13,7.0,766.36,25.0,22775.93
12415,556918,2011-06-15 13:37:00,0,73659.83,9207.48,8.0,22775.93,0.0,650.88
12415,559919,2011-07-13 15:30:00,0,74310.71,8256.75,9.0,650.88,28.0,2735.16
12415,559920,2011-07-13 15:31:00,0,77045.87,7704.59,10.0,2735.16,0.0,61.2
12415,563614,2011-08-18 08:51:00,0,77107.07,7009.73,11.0,61.2,35.0,21880.44
12415,565145,2011-09-01 13:50:00,0,98987.51,8248.96,12.0,21880.44,14.0,2732.92
12415,565146,2011-09-01 13:51:00,0,101720.43,7824.65,13.0,2732.92,0.0,208.8
12415,569647,2011-10-05 12:35:00,0,101929.23,7280.66,14.0,208.8,33.0,828.0
12415,569650,2011-10-05 12:44:00,0,102757.23,6850.48,15.0,828.0,0.0,15643.77
12415,574014,2011-11-02 12:03:00,0,118401.0,7400.06,16.0,15643.77,27.0,624.24
12415,574138,2011-11-03 11:26:00,0,119025.24,7001.48,17.0,624.24,0.0,375.24
12415,576394,2011-11-15 10:32:00,0,119400.48,6633.36,18.0,375.24,11.0,4925.8
12415,576586,2011-11-15 14:22:00,0,124326.28,6543.49,19.0,4925.8,0.0,429.6
12417,541991,2011-01-25 09:11:00,3,291.34,291.34,1.0,291.34,38.0,323.44
12417,545536,2011-03-03 14:12:00,3,614.78,307.39,2.0,323.44,37.0,410.0
12417,551398,2011-04-28 13:09:00,31,1024.78,341.59,3.0,410.0,55.0,436.3
12417,555574,2011-06-05 15:46:00,3,1461.08,365.27,4.0,436.3,38.0,437.19
12417,562445,2011-08-04 18:51:00,3,1898.27,379.65,5.0,437.19,60.0,355.56
12417,564378,2011-08-25 10:26:00,3,2253.83,375.64,6.0,355.56,20.0,562.69
12417,573656,2011-10-31 16:02:00,3,2816.52,402.36,7.0,562.69,67.0,462.85
12417,580965,2011-12-06 14:52:00,3,3279.37,409.92,8.0,462.85,35.0,369.73
12421,557297,2011-06-19 13:54:00,31,157.45,157.45,1.0,157.45,145.0,239.35
12421,563518,2011-08-17 10:56:00,31,396.8,198.4,2.0,239.35,58.0,231.76
12421,578339,2011-11-24 09:07:00,31,628.56,209.52,3.0,231.76,98.0,178.48
12422,558041,2011-06-24 13:20:00,33,238.5,238.5,1.0,238.5,156.0,417.36
12422,565466,2011-09-05 09:48:00,0,655.86,327.93,2.0,417.36,72.0,147.7
12423,544474,2011-02-21 09:52:00,3,237.93,237.93,1.0,237.93,61.0,192.31
12423,547109,2011-03-21 11:46:00,3,430.24,215.12,2.0,192.31,28.0,347.35
12423,549249,2011-04-07 12:04:00,3,777.59,259.2,3.0,347.35,17.0,255.36
12423,554147,2011-05-23 10:48:00,3,1032.95,258.24,4.0,255.36,45.0,333.82
12423,555161,2011-06-01 09:26:00,3,1366.77,273.35,5.0,333.82,8.0,84.92
12423,564853,2011-08-31 08:55:00,3,1451.69,241.95,6.0,84.92,90.0,198.98
12423,581493,2011-12-09 10:10:00,3,1650.67,235.81,7.0,198.98,100.0,208.64
12424,558537,2011-06-30 12:06:00,0,1466.32,1466.32,1.0,1466.32,0.0,294.64
12427,570452,2011-10-10 15:15:00,14,303.5,303.5,1.0,303.5,311.0,282.58
12427,577135,2011-11-18 08:56:00,14,586.08,293.04,2.0,282.58,38.0,239.72
12428,545227,2011-03-01 09:35:00,12,1943.4,1943.4,1.0,1943.4,0.0,2474.62
12428,545336,2011-03-01 16:53:00,12,4418.02,2209.01,2.0,2474.62,0.0,551.2
12428,547086,2011-03-20 15:46:00,12,4969.22,1656.41,3.0,551.2,18.0,409.2
12428,548363,2011-03-30 15:48:00,12,5378.42,1344.6,4.0,409.2,10.0,558.4
12428,549588,2011-04-11 10:04:00,12,5936.82,1187.36,5.0,558.4,11.0,373.72
12428,559004,2011-07-05 12:23:00,12,6310.54,1051.76,6.0,373.72,85.0,632.44
12428,563020,2011-08-11 12:58:00,12,6942.98,991.85,7.0,632.44,37.0,605.14
12428,576082,2011-11-14 08:22:00,12,7548.12,943.52,8.0,605.14,94.0,408.34
12429,551054,2011-04-26 11:44:00,1,1281.5,1281.5,1.0,1281.5,137.0,437.98
12429,557427,2011-06-20 12:14:00,9,1719.48,859.74,2.0,437.98,55.0,1125.4
12429,579881,2011-11-30 17:22:00,9,2844.88,948.29,3.0,1125.4,163.0,905.52
12431,539419,2010-12-17 14:10:00,0,358.25,358.25,1.0,358.25,16.0,415.7
12431,542542,2011-01-28 14:37:00,0,773.95,386.98,2.0,415.7,42.0,384.68
12431,544193,2011-02-17 08:23:00,3,1158.63,386.21,3.0,384.68,19.0,640.1
12431,545065,2011-02-27 14:43:00,0,1798.73,449.68,4.0,640.1,10.0,412.55
12431,552956,2011-05-12 12:34:00,0,2211.28,442.26,5.0,412.55,73.0,475.16
12431,554126,2011-05-23 09:14:00,0,2686.44,447.74,6.0,475.16,10.0,472.09
12431,560473,2011-07-19 10:42:00,0,3158.53,451.22,7.0,472.09,57.0,483.02
12431,561040,2011-07-24 12:05:00,0,3641.55,455.19,8.0,483.02,5.0,505.46
12431,561228,2011-07-26 10:16:00,0,4147.01,460.78,9.0,505.46,1.0,118.8
12431,563179,2011-08-12 14:19:00,0,4265.81,426.58,10.0,118.8,17.0,608.76
12431,569722,2011-10-06 09:31:00,0,4874.57,443.14,11.0,608.76,54.0,588.96
12431,569723,2011-10-06 09:32:00,0,5463.53,455.29,12.0,588.96,0.0,89.8
12431,570446,2011-10-10 14:49:00,3,5553.33,427.18,13.0,89.8,4.0,332.68
12431,574469,2011-11-04 11:55:00,0,5886.01,420.43,14.0,332.68,24.0,601.44
12432,557474,2011-06-20 13:29:00,25,2862.06,2862.06,1.0,2862.06,0.0,454.6
12432,557754,2011-06-22 13:12:00,25,3316.66,1658.33,2.0,454.6,1.0,700.0
12432,573195,2011-10-28 11:40:00,25,4016.66,1338.89,3.0,700.0,127.0,978.06
12432,573200,2011-10-28 11:43:00,25,4994.72,1248.68,4.0,978.06,0.0,64.6
12433,537868,2010-12-08 16:49:00,25,1919.14,1919.14,1.0,1919.14,7.0,1867.98
12433,566195,2011-09-09 13:44:00,25,3787.12,1893.56,2.0,1867.98,274.0,2608.11
12433,573035,2011-10-27 13:43:00,25,6395.23,2131.74,3.0,2608.11,47.0,1498.66
12433,579692,2011-11-30 14:05:00,25,7893.89,1973.47,4.0,1498.66,34.0,2843.29
12433,581476,2011-12-09 08:48:00,25,10737.18,2147.44,5.0,2843.29,8.0,2618.89
12433,581491,2011-12-09 10:02:00,25,13356.07,2226.01,6.0,2618.89,0.0,19.8
12434,567085,2011-09-16 12:38:00,0,286.25,286.25,1.0,286.25,175.0,519.89
12435,567526,2011-09-21 09:06:00,9,3978.99,3978.99,1.0,3978.99,188.0,3850.9
12437,543030,2011-02-02 15:22:00,13,392.7,392.7,1.0,392.7,21.0,150.5
12437,544817,2011-02-23 16:44:00,13,543.2,271.6,2.0,150.5,21.0,344.0
12437,544818,2011-02-23 16:45:00,13,887.2,295.73,3.0,344.0,0.0,95.76
12437,546765,2011-03-16 14:37:00,13,982.96,245.74,4.0,95.76,20.0,147.71
12437,551389,2011-04-28 11:45:00,13,1130.67,226.13,5.0,147.71,42.0,209.1
12437,553577,2011-05-18 10:34:00,13,1339.77,223.3,6.0,209.1,19.0,368.2
12437,554555,2011-05-25 10:08:00,13,1707.97,244.0,7.0,368.2,6.0,267.12
12437,556816,2011-06-15 09:01:00,13,1975.09,246.89,8.0,267.12,20.0,501.64
12437,565321,2011-09-02 13:14:00,13,2476.73,275.19,9.0,501.64,79.0,269.58
12437,565322,2011-09-02 13:15:00,13,2746.31,274.63,10.0,269.58,0.0,65.1
12437,567910,2011-09-22 16:58:00,13,2811.41,255.58,11.0,65.1,20.0,222.6
12437,573036,2011-10-27 13:44:00,13,3034.01,252.83,12.0,222.6,34.0,263.46
12437,574093,2011-11-03 09:43:00,13,3297.47,253.65,13.0,263.46,6.0,736.55
12437,574252,2011-11-03 13:24:00,13,4034.02,288.14,14.0,736.55,0.0,260.48
12437,577344,2011-11-18 15:14:00,13,4294.5,286.3,15.0,260.48,15.0,198.6
12437,579870,2011-11-30 16:47:00,13,4493.1,280.82,16.0,198.6,12.0,292.41
12437,581279,2011-12-08 11:35:00,13,4785.51,281.5,17.0,292.41,7.0,165.9
12438,578811,2011-11-25 13:28:00,25,890.07,890.07,1.0,890.07,125.0,2016.78
12444,562844,2011-08-10 08:41:00,25,1870.2,1870.2,1.0,1870.2,49.0,757.07
12444,566773,2011-09-15 09:43:00,25,2627.27,1313.64,2.0,757.07,36.0,562.54
12444,570793,2011-10-12 12:08:00,25,3189.81,1063.27,3.0,562.54,27.0,879.01
12444,577314,2011-11-18 13:23:00,25,4068.82,1017.2,4.0,879.01,37.0,936.64
12449,562034,2011-08-02 09:14:00,3,858.93,858.93,1.0,858.93,57.0,777.95
12449,566076,2011-09-09 09:13:00,3,1636.88,818.44,2.0,777.95,37.0,1087.7
12449,577046,2011-11-17 13:46:00,3,2724.58,908.19,3.0,1087.7,69.0,1342.71
12450,559148,2011-07-06 14:41:00,31,101.88,101.88,1.0,101.88,17.0,96.0
12451,552013,2011-05-05 17:34:00,33,2919.51,2919.51,1.0,2919.51,106.0,2388.31
12451,569653,2011-10-05 12:52:00,33,5307.82,2653.91,2.0,2388.31,152.0,2539.56
12451,577157,2011-11-18 09:58:00,33,7847.38,2615.79,3.0,2539.56,43.0,925.64
12451,579259,2011-11-29 08:40:00,33,8773.02,2193.26,4.0,925.64,10.0,262.5
12452,578123,2011-11-23 10:28:00,33,350.57,350.57,1.0,350.57,0.0,80.0
12455,544331,2011-02-17 17:05:00,7,1683.9,1683.9,1.0,1683.9,1.0,15.0
12455,555470,2011-06-03 11:33:00,31,1698.9,849.45,2.0,15.0,105.0,264.4
12455,559135,2011-07-06 13:18:00,31,1963.3,654.43,3.0,264.4,33.0,134.5
12455,562287,2011-08-04 11:07:00,31,2097.8,524.45,4.0,134.5,28.0,78.56
12455,568554,2011-09-27 15:31:00,31,2176.36,435.27,5.0,78.56,54.0,290.5
12456,561898,2011-07-31 15:25:00,33,940.17,940.17,1.0,940.17,123.0,1325.23
12456,572896,2011-10-26 14:41:00,33,2265.4,1132.7,2.0,1325.23,86.0,915.64
12457,550281,2011-04-15 13:48:00,33,669.25,669.25,1.0,669.25,0.0,219.0
12457,566756,2011-09-14 15:54:00,33,888.25,444.12,2.0,219.0,152.0,743.28
12457,566916,2011-09-15 14:25:00,33,1631.53,543.84,3.0,743.28,0.0,160.0
12457,569489,2011-10-04 13:13:00,7,1791.53,447.88,4.0,160.0,18.0,196.35
12458,568950,2011-09-29 15:25:00,33,441.92,441.92,1.0,441.92,213.0,505.48
12461,565785,2011-09-06 16:57:00,33,626.88,626.88,1.0,626.88,60.0,200.0
12462,577606,2011-11-21 09:11:00,31,762.11,762.11,1.0,762.11,284.0,427.48
12463,553415,2011-05-17 10:02:00,3,350.57,350.57,1.0,350.57,34.0,297.38
12463,557232,2011-06-17 14:28:00,3,647.95,323.98,2.0,297.38,31.0,337.84
12463,571445,2011-10-17 13:44:00,3,985.79,328.6,3.0,337.84,121.0,358.99
12464,545140,2011-02-28 12:08:00,3,213.9,213.9,1.0,213.9,24.0,149.95
12464,554159,2011-05-23 11:48:00,3,363.85,181.92,2.0,149.95,83.0,147.0
12464,554161,2011-05-23 11:49:00,3,510.85,170.28,3.0,147.0,0.0,34.0
12464,559890,2011-07-13 11:58:00,3,544.85,136.21,4.0,34.0,51.0,45.6
12464,564481,2011-08-25 13:33:00,3,590.45,118.09,5.0,45.6,43.0,190.1
12464,577087,2011-11-17 15:55:00,3,780.55,130.09,6.0,190.1,84.0,149.6
12464,579441,2011-11-29 13:33:00,3,930.15,132.88,7.0,149.6,11.0,281.9
12465,578084,2011-11-22 16:34:00,3,440.94,440.94,1.0,440.94,152.0,301.25
12468,555523,2011-06-05 11:36:00,14,220.59,220.59,1.0,220.59,128.0,508.95
12471,538175,2010-12-10 09:48:00,14,1982.41,1982.41,1.0,1982.41,0.0,378.0
12471,539395,2010-12-17 11:52:00,14,2360.41,1180.2,2.0,378.0,7.0,1484.25
12471,539398,2010-12-17 11:53:00,14,3844.66,1281.55,3.0,1484.25,0.0,29.7
12471,541093,2011-01-13 13:21:00,14,3874.36,968.59,4.0,29.7,27.0,753.45
12471,543056,2011-02-03 10:47:00,14,4627.81,925.56,5.0,753.45,20.0,947.4
12471,544811,2011-02-23 15:53:00,14,5575.21,929.2,6.0,947.4,20.0,388.3
12471,546920,2011-03-18 09:55:00,14,5963.51,851.93,7.0,388.3,22.0,845.32
12471,546921,2011-03-18 09:57:00,14,6808.83,851.1,8.0,845.32,0.0,33.0
12471,548745,2011-04-04 12:10:00,14,6841.83,760.2,9.0,33.0,17.0,624.29
12471,548746,2011-04-04 12:11:00,14,7466.12,746.61,10.0,624.29,0.0,50.0
12471,553037,2011-05-13 08:10:00,14,7516.12,683.28,11.0,50.0,38.0,774.6
12471,553038,2011-05-13 08:11:00,14,8290.72,690.89,12.0,774.6,0.0,106.6
12471,558841,2011-07-04 11:59:00,14,8397.32,645.95,13.0,106.6,52.0,30.0
12471,559298,2011-07-07 12:38:00,14,8427.32,601.95,14.0,30.0,3.0,739.64
12471,559300,2011-07-07 12:40:00,14,9166.96,611.13,15.0,739.64,0.0,208.62
12471,563950,2011-08-22 10:39:00,14,9375.58,585.97,16.0,208.62,45.0,1127.02
12471,564309,2011-08-24 12:39:00,14,10502.6,617.8,17.0,1127.02,2.0,83.58
12471,564360,2011-08-24 16:13:00,14,10586.18,588.12,18.0,83.58,0.0,530.22
12471,566984,2011-09-16 10:39:00,14,11116.4,585.07,19.0,530.22,22.0,440.5
12471,567924,2011-09-22 17:25:00,14,11556.9,577.84,20.0,440.5,6.0,223.26
12471,569639,2011-10-05 12:24:00,14,11780.16,560.96,21.0,223.26,12.0,240.0
12471,569640,2011-10-05 12:25:00,14,12020.16,546.37,22.0,240.0,0.0,2145.38
12471,574097,2011-11-03 09:56:00,14,14165.54,615.89,23.0,2145.38,28.0,725.72
12471,576909,2011-11-17 09:49:00,14,14891.26,620.47,24.0,725.72,13.0,1072.12
12471,578333,2011-11-24 08:50:00,14,15963.38,638.54,25.0,1072.12,6.0,332.96
12471,578469,2011-11-24 12:36:00,14,16296.34,626.78,26.0,332.96,0.0,590.32
12471,579416,2011-11-29 13:00:00,14,16886.66,625.43,27.0,590.32,5.0,604.86
12471,579419,2011-11-29 13:01:00,14,17491.52,624.7,28.0,604.86,0.0,94.02
12471,581179,2011-12-07 15:43:00,14,17585.54,606.4,29.0,94.02,8.0,2238.51
12472,542215,2011-01-26 12:27:00,14,1631.3,1631.3,1.0,1631.3,51.0,825.36
12472,546843,2011-03-17 12:40:00,14,2456.66,1228.33,2.0,825.36,50.0,592.18
12472,556578,2011-06-13 14:13:00,14,3048.84,1016.28,3.0,592.18,88.0,1266.66
12472,561037,2011-07-24 11:55:00,14,4315.5,1078.88,4.0,1266.66,40.0,612.1
12472,571824,2011-10-19 11:49:00,14,4927.6,985.52,5.0,612.1,86.0,1376.43
12472,574885,2011-11-07 14:01:00,14,6304.03,1050.67,6.0,1376.43,19.0,268.08
12473,563540,2011-08-17 12:04:00,14,672.19,672.19,1.0,672.19,77.0,514.06
12473,571328,2011-10-17 11:27:00,14,1186.25,593.12,2.0,514.06,60.0,1697.98
12473,575632,2011-11-10 13:44:00,14,2884.23,961.41,3.0,1697.98,24.0,1013.86
12473,575636,2011-11-10 13:46:00,14,3898.09,974.52,4.0,1013.86,0.0,40.46
12474,541224,2011-01-14 14:45:00,14,47.5,47.5,1.0,47.5,0.0,201.9
12474,542229,2011-01-26 13:38:00,14,249.4,124.7,2.0,201.9,11.0,350.4
12474,544996,2011-02-25 11:53:00,14,599.8,199.93,3.0,350.4,29.0,287.58
12474,547005,2011-03-18 14:20:00,14,887.38,221.84,4.0,287.58,21.0,806.47
12474,547934,2011-03-28 14:07:00,14,1693.85,338.77,5.0,806.47,9.0,257.2
12474,553547,2011-05-17 15:48:00,14,1951.05,325.18,6.0,257.2,50.0,760.28
12474,554263,2011-05-23 12:32:00,14,2711.33,387.33,7.0,760.28,5.0,7.8
12474,557569,2011-06-21 10:46:00,14,2719.13,339.89,8.0,7.8,28.0,427.76
12474,558109,2011-06-26 15:36:00,14,3146.89,349.65,9.0,427.76,5.0,44.25
12474,559710,2011-07-12 10:25:00,14,3191.14,319.11,10.0,44.25,15.0,191.6
12474,561094,2011-07-25 10:04:00,14,3382.74,307.52,11.0,191.6,12.0,513.64
12474,565261,2011-09-02 10:53:00,14,3896.38,324.7,12.0,513.64,39.0,465.68
12474,570640,2011-10-11 12:38:00,14,4362.06,335.54,13.0,465.68,39.0,522.36
12474,571312,2011-10-17 10:42:00,14,4884.42,348.89,14.0,522.36,5.0,572.23
12474,572061,2011-10-20 12:53:00,14,5456.65,363.78,15.0,572.23,3.0,740.41
12474,576607,2011-11-15 15:42:00,14,6197.06,387.32,16.0,740.41,26.0,762.56
12474,578043,2011-11-22 14:39:00,14,6959.62,409.39,17.0,762.56,6.0,416.17
12476,542648,2011-01-31 11:46:00,14,12.45,12.45,1.0,12.45,48.0,549.58
12476,543833,2011-02-14 10:24:00,14,562.03,281.02,2.0,549.58,13.0,160.2
12476,550527,2011-04-19 10:48:00,14,722.23,240.74,3.0,160.2,64.0,1411.67
12476,552008,2011-05-05 17:13:00,14,2133.9,533.48,4.0,1411.67,16.0,311.2
12476,560901,2011-07-21 17:39:00,14,2445.1,489.02,5.0,311.2,77.0,746.57
12476,566987,2011-09-16 10:56:00,14,3191.67,531.95,6.0,746.57,56.0,533.6
